1788*{'date': 'January 1', 'text': 'The first edition of The Times, previously The Daily Universal Register, is published in London.', 'self': False, 'pos': 'DET'}
1788*{'date': 'January 2', 'text': 'Georgia ratifies the United States Constitution and becomes the fourth U.S. state under the new government.', 'self': False, 'pos': 'NP'}
1788*{'date': 'January 9', 'text': 'Connecticut ratifies the United States Constitution and becomes the fifth U.S. state.', 'self': False, 'pos': 'NP'}
1788*{'date': 'January 18', 'text': "The leading ship in Captain Arthur Phillip's First Fleet arrives at Botany Bay to colonise Australia.", 'self': False, 'pos': 'DET'}
1788*{'date': 'January 22', 'text': 'Cyrus Griffin becomes the tenth and last President of the United States in Congress Assembled.', 'self': False, 'pos': 'NP'}
1788*{'date': 'January 24', 'text': 'The La Perouse expedition in the Astrolabe and Boussole arrives off Botany Bay just as Captain Arthur Phillip is attempting to move his colony from there to Sydney Cove in Port Jackson.', 'self': False, 'pos': 'DET'}
1788*{'date': 'January 31', 'text': 'Henry Benedict Stuart becomes the new Stuart claimant to the throne of Great Britain as King Henry IX and the figurehead of Jacobitism.', 'self': False, 'pos': 'NP'}
1788*{'date': 'February 1', 'text': 'Isaac Briggs and William Longstreet patent a steamboat.', 'self': False, 'pos': 'NP'}
1788*{'date': 'February 9', 'text': 'Austria enters the Russo-Turkish War of 1787–1792 and attacks Moldavia.', 'self': False, 'pos': 'NP'}
1788*{'date': 'February 17', 'text': 'The uninhabited Lord Howe Island is discovered by the brig HMS Supply, commanded by Lieutenant Ball, who is on his way from Botany Bay to Norfolk Island with convicts to start a penal settlement there.', 'self': False, 'pos': 'DET'}
1788*{'date': 'March 10', 'text': 'The La Perouse expedition leaves Sydney Cove for New Caledonia, never to be seen again.', 'self': False, 'pos': 'DET'}
1788*{'date': 'March 14', 'text': 'The Edinburgh Evening Courant carries a notice of £200 reward for the capture of William Brodie, a town councilor doubling as a burglar.', 'self': False, 'pos': 'DET'}
1788*{'date': 'March 21', 'text': 'Great New Orleans Fire kills 25% of the population and destroys 856 buildings, including St. Louis Cathedral and the Cabildo, leaving most of the town in ruins.', 'self': False, 'pos': 'NP'}
1788*{'date': 'April 13', 'text': "America's first recorded riot, the 'Doctors' Mob', begins.", 'self': False, 'pos': 'NP'}
1788*{'date': 'April 28', 'text': 'Maryland ratifies the United States Constitution and becomes the seventh U.S. state.', 'self': False, 'pos': 'NP'}
1788*{'date': 'May 10', 'text': "The Royal Dramatic Theatre (Kungliga Dramatiska Teatern), Sweden's national drama company, is founded.", 'self': False, 'pos': 'DET'}
1788*{'date': 'May 23', 'text': 'South Carolina ratifies the United States Constitution and becomes the eighth U.S. state.', 'self': False, 'pos': 'NP'}
1788*{'date': 'June 9', 'text': 'The African Association, an exploration group dedicated to plotting the Niger River and finding Timbuktu, is founded in England.', 'self': False, 'pos': 'DET'}
1788*{'date': 'June 21', 'text': 'New Hampshire ratifies the United States Constitution and becomes the ninth U.S. state, enabling the Constitution to go into effect.', 'self': False, 'pos': 'NP'}
1788*{'date': 'June 25', 'text': 'The Virginia Ratifying Convention\u200e ratifies the United States Constitution and becomes the tenth U.S. state under the new government.', 'self': False, 'pos': 'DET'}
1788*{'date': 'June 26', 'text': 'Wolfgang Amadeus Mozart, in Vienna, completes his antepenultimate symphony, now called the Symphony No.', 'self': False, 'pos': 'NP'}
1788*{'date': 'July 13', 'text': "A hailstorm sweeps across France and the Dutch Republic with hailstones 'as big as quart bottles' that take 'three days to melt'; immense damage is done.", 'self': False, 'pos': 'DET'}
1788*{'date': 'July 26', 'text': 'New York ratifies the United States Constitution and becomes the eleventh U.S. state.', 'self': False, 'pos': 'NP'}
1788*{'date': 'July 28', 'text': 'Wolfgang Amadeus Mozart, in Vienna, completes his penultimate symphony, now called the Symphony No.', 'self': False, 'pos': 'NP'}
1788*{'date': 'August 10', 'text': 'Wolfgang Amadeus Mozart, in Vienna, completes his final symphony, now called the Symphony No.', 'self': False, 'pos': 'NP'}
1788*{'date': 'August 27', 'text': 'The trial of William Brodie begins in Edinburgh, Scotland; he is sentenced to death by hanging.', 'self': False, 'pos': 'DET'}
1788*{'date': 'October 1', 'text': 'William Brodie is hanged.', 'self': False, 'pos': 'NP'}
1789*{'date': 'January 21', 'text': 'The first American novel, The Power of Sympathy or the Triumph of Nature Founded in Truth, is printed in Boston, Massachusetts.', 'self': False, 'pos': 'DET'}
1789*{'date': 'January 23', 'text': 'Georgetown University is founded in Washington, D.C., becoming the first Catholic college in the United States.', 'self': False, 'pos': 'NP'}
1789*{'date': 'February 4', 'text': 'George Washington is unanimously elected the first President of the United States by the United States Electoral College.', 'self': False, 'pos': 'NP'}
1789*{'date': 'April 7', 'text': 'Selim III (1789–1807) succeeds Abd-ul-Hamid I (1773–1789) as Ottoman Sultan.', 'self': True, 'pos': 'NP'}
1789*{'date': 'April 30', 'text': 'George Washington is inaugurated at Federal Hall in New York City, beginning his term as the first President of the United States.', 'self': False, 'pos': 'NP'}
1789*{'date': 'June 20', 'text': 'Tennis Court Oath is made in Versailles.', 'self': False, 'pos': 'NP'}
1789*{'date': 'June 23', 'text': 'Louis XVI of France makes a conciliatory speech urging reforms to a joint session and orders the three estates to meet together.', 'self': False, 'pos': 'NP'}
1789*{'date': 'July', 'text': "An estimated 150,000 of Paris's 600,000 people are without work.", 'self': False, 'pos': 'DET'}
1789*{'date': 'July 1', 'text': 'The comic ballet La fille mal gardée choreographed by Jean Dauberval is first presented under the title Le ballet de la paille at the Grand Théâtre de Bordeaux, in Bordeaux, France.', 'self': False, 'pos': 'DET'}
1789*{'text': 'The Theater War officially ends.', 'self': False, 'pos': 'DET'}
1789*{'date': 'July 10', 'text': 'Alexander Mackenzie reaches Mackenzie River Delta.', 'self': False, 'pos': 'NP'}
1789*{'date': 'July 11', 'text': 'Louis XVI of France fires popular Chief Minister Necker.', 'self': False, 'pos': 'NP'}
1789*{'date': 'July 12', 'text': 'An angry Parisian crowd demonstrates against the King’s decision to dismiss Minister Necker.', 'self': False, 'pos': 'DET'}
1789*{'date': 'July 13', 'text': 'The people begin to seize arms for the defense of Paris.', 'self': False, 'pos': 'DET'}
1789*{'date': 'July 27', 'text': 'The first U.S. federal government agency under the new Constitution, the Department of Foreign Affairs (later renamed the Department of State), is established.', 'self': False, 'pos': 'DET'}
1789*{'date': 'August 7', 'text': 'The United States Department of War is established.', 'self': False, 'pos': 'DET'}
1789*{'date': 'August 21', 'text': 'A proposal for a Bill of Rights is adopted by the United States House of Representatives.', 'self': False, 'pos': 'DET'}
1789*{'date': 'August 26', 'text': 'The Declaration of the Rights of Man is proclaimed in France by the Constituent Assembly.', 'self': False, 'pos': 'DET'}
1789*{'date': 'August 28', 'text': "William Herschel discovers Enceladus, one of Saturn's moons.", 'self': False, 'pos': 'NP'}
1789*{'date': 'September 2', 'text': 'The United States Department of the Treasury is founded.', 'self': False, 'pos': 'DET'}
1789*{'date': 'September 24', 'text': 'The Judiciary Act of 1789 establishes the federal judiciary and the United States Marshals Service.', 'self': True, 'pos': 'DET'}
1789*{'date': 'September 25', 'text': 'The United States Congress proposes a set of 12 amendments for ratification by the states.', 'self': False, 'pos': 'DET'}
1789*{'date': 'September 29', 'text': "The U.S. Department of War establishes the nation's first regular army, with a strength of several hundred men.", 'self': False, 'pos': 'DET'}
1789*{'date': 'October', 'text': 'Some 7,000 women march 12 miles (19\xa0km) from Paris to Versailles to demand action.', 'self': False, 'pos': 'DET'}
1789*{'date': 'November 6', 'text': 'Pope Pius VI appoints John Carroll the first Roman Catholic bishop in the United States.', 'self': False, 'pos': 'NP'}
1789*{'date': 'November 20', 'text': 'New Jersey ratifies the United States Bill of Rights, the first state to do so.', 'self': False, 'pos': 'NP'}
1789*{'date': 'November 21', 'text': 'North Carolina ratifies the United States Constitution and becomes the 12th U.S. state.', 'self': False, 'pos': 'NP'}
1789*{'date': 'November 26', 'text': 'A national Thanksgiving Day is observed in the United States as recommended by President George Washington and approved by Congress.', 'self': False, 'pos': 'DET'}
1789*{'date': 'December 11', 'text': 'The University of North Carolina, the oldest public university in the United States, is founded.', 'self': False, 'pos': 'DET'}
1789*{'date': 'December 23', 'text': 'A leaflet circulated in France accuses marquis de Favras of plotting to rescue the royal family.', 'self': False, 'pos': 'DET'}
1789*{'text': 'The Bengal Presidency first establishes a penal colony in the Andaman Islands.', 'self': False, 'pos': 'DET'}
1789*{'text': 'Thomas Jefferson returns from Europe, bringing the first macaroni machine to the United States.', 'self': False, 'pos': 'NP'}
1789*{'text': "Influenced by Dr. Benjamin Rush's argument against the excessive use of alcohol, about 200 farmers in a Connecticut community form a temperance association.", 'self': False, 'pos': 'NP'}
1789*{'text': 'Joseph II, Holy Roman Emperor, decrees that all peasant labor obligations be converted into cash payments.', 'self': False, 'pos': 'NP'}
1789*{'text': 'Fort Washington, Cincinnati, Ohio, is built to protect early U.S. settlements in the Northwest Territory.', 'self': False, 'pos': 'NP'}
1780*{'date': 'February', 'text': 'The League of Armed Neutrality is formed between Denmark, Sweden, and Russia.', 'self': False, 'pos': 'DET'}
1780*{'date': 'February 29', 'text': 'The Omicron Delta Omega co-ed fraternity is founded by Benjamin Franklin.', 'self': False, 'pos': 'DET'}
1780*{'date': 'March 26', 'text': 'The British Gazette and Sunday Monitor, the first Sunday newspaper in Britain, begins publication.', 'self': False, 'pos': 'DET'}
1780*{'date': 'April 16', 'text': 'The University of Münster in Münster, North Rhine-Westphalia, Germany is founded.', 'self': False, 'pos': 'DET'}
1780*{'date': 'May 13', 'text': 'Cumberland Compact signed by American settlers in the Cumberland Valley of Tennessee.', 'self': False, 'pos': 'NP'}
1780*{'date': 'August 24', 'text': 'Louis XVI of France abolishes the use of torture in extracting confessions.', 'self': False, 'pos': 'NP'}
1780*{'date': 'September 21', 'text': 'Benedict Arnold gives detailed plans of West Point to Major John André.', 'self': False, 'pos': 'NP'}
1780*{'date': 'September 25', 'text': 'Benedict Arnold flees to British-held New York.', 'self': False, 'pos': 'NP'}
1780*{'date': 'November 29', 'text': 'Maria Theresa of Austria dies and her Habsburg dominions pass to her ambitious son, Joseph II, who has already been Holy Roman Emperor since 1765.', 'self': False, 'pos': 'NP'}
1780*{'date': 'December 16', 'text': 'Emperor Kōkaku accedes to the throne of Japan.', 'self': False, 'pos': 'NP'}
1780*{'text': 'December 20 start of the Fourth Anglo-Dutch War.', 'self': False, 'pos': 'NP'}
1780*{'text': 'The original Craven Cottage is built by William Craven, 6th Baron Craven (located on the centre circle of the pitch).', 'self': False, 'pos': 'DET'}
