319*{'text': 'James Bruce discovers what he believes to be the source of the Nile.', 'self': False, 'pos': 'NP', 'year': 1770}
319*{'text': 'Aviator Eugene Ely performs the first take off from a ship in Hampton Roads, Virginia.', 'self': False, 'pos': 'NP', 'year': 1910}
319*{'text': 'Czechoslovakia becomes a republic.', 'self': False, 'pos': 'NP', 'year': 1918}
319*{'text': 'The Communist Party of Spain is founded.', 'self': False, 'pos': 'DET', 'year': 1921}
319*{'text': 'The BBC begins radio service in the United Kingdom.', 'self': False, 'pos': 'DET', 'year': 1922}
319*{'text': 'The first regular UK singles chart published by the New Musical Express.', 'self': False, 'pos': 'DET', 'year': 1952}
319*{'text': 'The Apalachin Meeting outside Binghamton, New York is raided by law enforcement, and many high level Mafia figures are arrested.', 'self': False, 'pos': 'DET', 'year': 1957}
319*{'text': 'The Congress of Colombia, in commemoration of the 150 years of the death of Policarpa Salavarrieta, declares this day as "Day of the Colombian Woman".', 'self': False, 'pos': 'DET', 'year': 1967}
319*{'text': "American physicist Theodore Maiman is given a patent for his ruby laser systems, the world's first laser.", 'self': False, 'pos': 'NP', 'year': 1967}
319*{'text': 'Southern Airways Flight 932 crashes in the mountains near Huntington, West Virginia, killing 75, including members of the Marshall University football team.', 'self': False, 'pos': 'NP', 'year': 1970}
319*{'text': 'Enthronment of Pope Shenouda III as Pope of Alexandria.', 'self': False, 'pos': 'NP', 'year': 1971}
319*{'text': 'Spain abandons Western Sahara.', 'self': False, 'pos': 'NP', 'year': 1975}
319*{'text': "Lech Wałęsa, the leader of Poland's outlawed Solidarity movement, is released after eleven months of internment near the Soviet border.", 'self': False, 'pos': 'NP', 'year': 1982}
319*{'text': 'Zamboanga City mayor Cesar Climaco, a prominent critic of the government of Philippine President Ferdinand Marcos, is assassinated in his home city.', 'self': False, 'pos': 'NP', 'year': 1984}
319*{'text': 'American and British authorities announce indictments against two Libyan intelligence officials in connection with the downing of the Pan Am Flight 103.', 'self': False, 'pos': 'NP', 'year': 1991}
319*{'text': 'A budget standoff between Democrats and Republicans in the U.S. Congress forces the federal government to temporarily close national parks and museums and to run most government offices with skeleton staffs.', 'self': False, 'pos': 'DET', 'year': 1995}
319*{'text': 'Argentina defaults on an $805\xa0million World Bank payment.', 'self': False, 'pos': 'NP', 'year': 2002}
319*{'text': 'The last direct-current electrical distribution system in the United States is shut down in New York City by Con Edison.', 'self': False, 'pos': 'DET', 'year': 2007}
318*{'text': 'Louis VII of France marries Adele of Champagne.', 'self': False, 'pos': 'NP', 'year': 1160}
318*{'text': 'James Braid first sees a demonstration of animal magnetism, which leads to his study of the subject he eventually calls hypnotism.', 'self': False, 'pos': 'NP', 'year': 1841}
318*{'text': 'The Denny Party lands at Alki Point, before moving to the other side of Elliot Bay to what would become Seattle, Washington.', 'self': False, 'pos': 'DET', 'year': 1851}
