133*{'text': 'Pope Stephen I succeeds Pope Lucius I as the 23rd pope.', 'self': False, 'pos': 'NP', 'year': 254}
133*{'text': 'Richard I of England marries Berengaria of Navarre who is crowned Queen consort of England the same day.', 'self': False, 'pos': 'NP', 'year': 1191}
133*{'text': 'The Battle of Lewes, between King Henry III of England and the rebel Simon de Montfort, 6th Earl of Leicester, begins.', 'self': False, 'pos': 'DET', 'year': 1264}
133*{'text': 'Antipope Nicholas V, a claimant to the papacy, is consecrated in Rome by the Bishop of Venice.', 'self': False, 'pos': 'NP', 'year': 1328}
133*{'text': 'National University of San Marcos, the oldest university in the Americas, is founded in Lima, Peru.', 'self': False, 'pos': 'NP', 'year': 1551}
133*{'text': 'Maria Theresa of Austria is crowned Queen of Bohemia after defeating her rival, Charles VII, Holy Roman Emperor.', 'self': False, 'pos': 'NP', 'year': 1743}
133*{'text': 'The first big battle of the Greek War of Independence against the Turks occurs in Valtetsi.', 'self': False, 'pos': 'DET', 'year': 1821}
133*{'text': 'U.S. federal troops occupy Baton Rouge, Louisiana.', 'self': False, 'pos': 'NP', 'year': 1862}
133*{'text': 'The Manitoba Act is given the Royal Assent, paving the way for Manitoba to become a province of Canada on July 15.', 'self': False, 'pos': 'DET', 'year': 1870}
133*{'text': 'James Connolly was sat on a chair and shot dead in Kilmainham Gaol in Dublin, after his role in the Easter Uprising.', 'self': False, 'pos': 'NP', 'year': 1916}
133*{'text': 'Bill Wilson and Dr. Bob Smith (founders of Alcoholics Anonymous) meet for the first time in Akron, Ohio, at the home of Henrietta Siberling.', 'self': False, 'pos': 'NP', 'year': 1935}
133*{'text': 'George VI and Elizabeth Bowes-Lyon are crowned King and Queen of the United Kingdom of Great Britain and Northern Ireland.', 'self': False, 'pos': 'NP', 'year': 1937}
133*{'text': "Konrad Zuse presents the Z3, the world's first working programmable, fully automatic computer, in Berlin.", 'self': False, 'pos': 'NP', 'year': 1941}
133*{'text': 'The Soviet Union lifts its blockade of Berlin.', 'self': False, 'pos': 'DET', 'year': 1949}
133*{'text': 'Gaj Singh is crowned Maharaja of Jodhpur.', 'self': False, 'pos': 'NP', 'year': 1952}
133*{'text': "Nineteen days after bus workers went on strike in Singapore, rioting breaks out and seriously impacts Singapore's bid for independence.", 'self': False, 'pos': 'NP', 'year': 1955}
133*{'text': 'Austria regains its independence as the Allied occupation following World War II ends.', 'self': False, 'pos': 'NP', 'year': 1955}
133*{'text': 'A formal North American Aerospace Defense Command agreement is signed between the United States and Canada.', 'self': False, 'pos': 'DET', 'year': 1958}
133*{'text': 'Douglas MacArthur delivers his Duty, Honor, Country valedictory speech at the United States Military Academy.', 'self': False, 'pos': 'NP', 'year': 1962}
133*{'text': 'The Soviet spacecraft Luna 5 crashes on the Moon.', 'self': False, 'pos': 'DET', 'year': 1965}
133*{'text': 'Francis Hughes starves to death in the Maze Prison in a Republican campaign for political prisoner status to be granted to Provisional IRA prisoners.', 'self': False, 'pos': 'NP', 'year': 1981}
133*{'text': 'The Riyadh compound bombings, carried out by Al Qaeda, kill 26 people.', 'self': False, 'pos': 'DET', 'year': 2003}
133*{'text': 'Mass unrest by the Primeiro Comando da Capital begins in São Paulo (Brazil), leaving at least 150 dead.', 'self': False, 'pos': 'NP', 'year': 2006}
